Tenure in Months,is_month_to_month,is_new_customer,has_fiber,has_premium_support,Monthly Charge,Total Long Distance Charges,charge_per_service,Number of Referrals,has_referred,is_offer_E,Age,has_family,is_senior,Avg Monthly GB Download
10,1,1,0,0,60.2,197.7,20.066666666666666,5,1,0,50,1,0,12
62,0,0,1,1,115.55,2520.9199999999996,12.838888888888889,3,1,0,56,1,0,21
72,0,0,0,0,19.85,246.96,19.85,0,0,0,52,0,0,0
69,0,0,1,1,110.55,572.7,15.792857142857143,2,1,0,73,0,1,14
9,1,1,0,0,19.5,422.46,19.5,0,0,0,43,0,0,0
1,1,1,0,0,24.05,20.26,12.025,0,0,0,21,0,0,0
45,0,0,1,1,109.75,336.6,13.71875,2,1,0,62,1,0,27
69,0,0,1,1,92.45,212.52,18.490000000000002,9,1,0,47,0,0,20
71,0,0,1,0,99.2,1562.0,16.533333333333335,6,1,0,70,0,1,27
1,1,1,0,0,45.3,28.37,45.3,0,0,0,59,0,0,7
66,0,0,0,1,89.9,2399.7599999999998,9.988888888888889,9,1,0,31,0,0,3
48,0,0,0,0,19.55,636.48,19.55,3,1,0,20,1,0,0
66,0,0,0,0,63.3,2114.64,15.825,5,1,0,34,0,0,19
11,0,1,1,1,82.9,320.65,27.633333333333336,9,1,0,68,0,1,2
16,0,0,0,1,54.85,0.0,9.141666666666667,0,0,0,45,0,0,27
6,1,1,1,0,83.9,155.57999999999998,20.975,0,0,0,40,0,0,24
4,0,1,1,0,80.25,35.0,26.75,0,0,0,66,0,1,4
35,1,0,0,0,59.6,721.35,14.9,0,0,0,48,0,0,16
1,1,1,0,0,19.25,12.81,19.25,0,0,0,35,1,0,0
69,1,0,1,0,85.4,2379.81,21.35,6,1,0,33,0,0,29
12,1,1,1,0,85.05,535.2,21.2625,1,1,0,44,0,0,20
22,0,0,0,0,20.05,756.58,20.05,0,0,0,65,0,1,0
16,1,0,0,0,20.6,535.04,20.6,0,0,0,36,0,0,0
24,1,0,1,0,90.35,779.76,22.5875,0,0,0,64,0,0,23
2,1,1,0,0,54.4,88.62,13.6,0,0,0,22,0,0,73
36,0,0,0,1,65.4,954.36,13.080000000000002,0,0,0,25,0,0,85
72,0,0,0,0,83.6,924.48,10.45,4,1,0,36,1,0,22
54,0,0,1,1,114.65,615.6,12.738888888888889,7,1,0,63,0,0,26
12,1,1,0,0,19.0,233.76,19.0,1,1,0,48,0,0,0
1,0,1,0,0,20.35,30.09,20.35,9,1,0,62,1,0,0
13,1,0,1,0,70.15,509.21000000000004,70.15,0,0,0,53,0,0,10
72,0,0,0,1,67.8,1117.44,11.299999999999999,1,1,0,46,0,0,6
12,1,1,0,1,50.25,558.96,25.125,0,0,0,50,0,0,26
65,0,0,1,0,89.75,3206.45,17.95,5,1,0,39,0,0,16
55,1,0,0,0,44.85,0.0,11.2125,0,0,0,77,0,1,30
2,1,1,1,0,80.2,99.58,40.1,0,0,1,51,0,0,22
1,1,1,1,0,69.25,37.3,69.25,1,1,0,73,0,1,8
29,0,0,0,1,75.55,941.34,12.591666666666667,7,1,0,60,0,0,7
71,0,0,1,0,93.7,2876.92,18.740000000000002,2,1,0,55,0,0,17
13,1,0,0,0,20.3,286.13,20.3,0,0,0,27,0,0,0
26,1,0,1,0,86.65,1296.62,21.6625,0,0,0,19,0,0,48
4,1,1,1,1,80.6,57.2,26.866666666666664,1,1,1,46,0,0,2
1,1,1,0,0,19.85,16.47,19.85,0,0,0,47,0,0,0
11,1,1,1,0,99.55,14.08,19.91,1,1,0,78,0,1,14
61,0,0,0,0,65.2,2397.9100000000003,16.3,9,1,0,74,1,1,10
23,1,0,1,0,90.05,81.64999999999999,22.5125,0,0,0,64,0,0,4
62,0,0,0,0,23.4,3033.66,11.7,0,0,0,43,0,0,0
60,0,0,1,0,104.7,2128.2,14.957142857142857,0,0,0,23,0,0,51
4,1,1,0,0,50.55,88.28,25.275,0,0,0,24,0,0,41
54,0,0,0,0,70.15,2273.4,14.030000000000001,1,1,0,50,0,0,12
20,1,0,1,0,69.8,869.8000000000001,69.8,0,0,0,51,0,0,28
22,1,0,1,0,87.0,1070.96,29.0,9,1,0,56,0,0,18
70,0,0,1,1,88.0,649.5999999999999,17.6,9,1,0,30,0,0,51
33,1,0,0,0,24.25,329.01000000000005,12.125,2,1,0,49,1,0,0
19,0,0,0,0,19.7,504.26,19.7,0,0,0,62,0,0,0
36,0,0,0,1,70.7,1053.72,11.783333333333333,0,0,0,55,0,0,9
12,1,1,1,0,100.15,366.48,16.691666666666666,0,0,0,24,0,0,47
69,0,0,1,0,105.0,1551.81,15.0,9,1,0,47,1,0,11
23,1,0,1,0,106.4,405.26000000000005,17.733333333333334,0,0,0,74,0,1,29
4,1,1,1,0,74.65,194.56,37.325,8,1,0,24,0,0,30
13,1,0,1,0,80.85,163.01999999999998,26.95,0,0,0,40,0,0,20
56,1,0,1,1,94.45,1422.96,15.741666666666667,0,0,0,21,0,0,51
69,0,0,1,1,110.5,1650.48,13.8125,0,0,0,30,0,0,42
49,1,0,1,0,84.5,1332.8,21.125,0,0,0,49,0,0,24
23,1,0,0,1,90.6,889.8699999999999,18.119999999999997,0,0,0,21,0,0,69
11,0,1,0,1,40.4,0.0,10.1,0,0,0,23,0,0,59
5,1,1,0,0,53.8,247.0,17.933333333333334,0,0,0,56,0,0,22
68,1,0,1,1,107.7,1632.68,13.4625,2,1,0,25,0,0,48
71,0,0,1,1,115.05,3324.22,14.38125,1,1,0,72,0,1,18
71,0,0,1,1,106.8,2470.7999999999997,17.8,0,0,0,67,0,1,21
6,1,1,1,0,70.55,183.24,70.55,0,0,1,52,0,0,27
46,1,0,1,0,85.0,1691.88,21.25,0,0,0,77,0,1,29
13,1,0,1,0,70.15,492.18,70.15,2,1,0,77,0,1,19
25,0,0,0,0,25.3,139.25,12.65,0,0,0,62,0,0,0
15,1,0,1,0,99.7,151.79999999999998,16.616666666666667,0,0,0,53,0,0,15
1,1,1,1,0,74.4,11.08,37.2,0,0,1,68,0,1,12
43,0,0,0,1,64.85,558.14,16.2125,6,1,0,64,0,0,8
60,1,0,1,0,106.15,598.8000000000001,15.164285714285715,5,1,0,48,0,0,22
47,0,0,0,1,63.8,1412.82,12.76,0,0,0,32,1,0,57
2,1,1,0,0,24.85,80.5,12.425,0,0,1,50,0,0,0
45,1,0,0,0,50.9,0.0,10.18,10,1,0,54,1,0,18
10,1,1,0,0,19.8,190.5,19.8,6,1,0,46,1,0,0
54,0,0,0,0,74.55,765.72,12.424999999999999,8,1,0,48,0,0,25
1,1,1,1,0,90.75,23.06,22.6875,0,0,1,26,0,0,52
13,1,0,0,0,44.0,346.19,22.0,0,0,0,20,1,0,27
31,0,0,0,0,20.1,1045.01,20.1,0,0,0,63,0,0,0
70,0,0,0,0,19.85,2863.7,19.85,0,0,0,34,0,0,0
63,0,0,0,0,20.0,2954.7,20.0,7,1,0,40,1,0,0
23,0,0,0,0,20.0,557.06,20.0,2,1,0,64,1,0,0
1,1,1,1,0,69.6,46.21,34.8,0,0,0,27,0,0,58
43,0,0,1,1,109.55,376.25,15.65,7,1,0,74,0,1,13
24,1,0,1,1,96.0,594.24,19.2,0,0,0,44,0,0,2
15,1,0,1,0,105.35,62.85000000000001,15.049999999999999,6,1,0,19,1,0,59
36,0,0,1,0,74.9,1496.52,37.45,0,0,0,80,0,1,10
14,1,0,0,0,50.1,507.08,25.05,0,0,0,19,0,0,59
7,1,1,0,0,29.8,0.0,14.9,0,0,0,33,1,0,19
27,1,0,0,0,19.4,69.92999999999999,19.4,0,0,0,43,0,0,0
28,0,0,1,0,100.35,216.44,16.724999999999998,8,1,0,39,1,0,13
2,1,1,1,0,94.95,52.1,18.990000000000002,0,0,0,61,0,0,2
6,1,1,0,0,45.0,0.0,11.25,0,0,1,25,0,0,52
66,0,0,0,1,61.35,0.0,8.764285714285714,0,0,0,25,0,0,73
19,1,0,0,1,55.0,81.7,18.333333333333332,0,0,0,55,0,0,23
69,0,0,0,0,20.2,2931.81,20.2,5,1,0,28,1,0,0
1,1,1,0,1,62.05,47.83,15.5125,0,0,1,58,0,0,12
11,1,1,1,0,102.0,86.78999999999999,17.0,1,1,0,36,0,0,10
60,0,0,0,1,61.35,1333.1999999999998,15.3375,5,1,0,45,0,0,16
5,1,1,1,0,93.9,232.25,18.78,0,0,0,44,0,0,10
10,1,1,0,0,19.75,202.89999999999998,19.75,0,0,0,24,0,0,0
19,1,0,1,0,79.85,318.82000000000005,26.616666666666664,0,0,0,67,0,1,15
9,1,1,0,0,55.3,210.24,18.433333333333334,1,1,0,51,1,0,22
2,1,1,1,0,79.65,58.08,39.825,0,0,1,56,0,0,21
32,1,0,1,0,85.95,1566.4,28.650000000000002,0,0,0,78,0,1,9
44,0,0,0,1,59.85,774.8399999999999,14.9625,1,1,0,39,0,0,24
14,0,0,0,0,20.4,204.54,20.4,0,0,0,46,0,0,0
54,0,0,1,1,105.4,2698.9199999999996,15.057142857142859,0,0,0,31,0,0,26
19,0,0,0,0,58.2,462.65000000000003,19.400000000000002,0,0,0,19,0,0,69
57,0,0,1,0,112.95,2785.02,14.11875,0,0,0,38,0,0,6
3,0,1,0,0,20.25,4.41,20.25,0,0,0,60,0,0,0
44,0,0,1,1,85.15,1955.36,21.2875,4,1,0,70,0,1,6
8,0,1,0,0,19.5,105.68,19.5,10,1,0,19,1,0,0
48,1,0,1,1,103.85,504.0,14.835714285714285,0,0,0,35,0,0,12
40,0,0,0,0,24.6,1098.8,12.3,0,0,0,27,0,0,0
42,0,0,0,0,22.95,585.9,11.475,1,1,0,47,1,0,0
35,0,0,0,1,54.95,1476.3,18.316666666666666,5,1,0,20,0,0,59
68,0,0,0,1,75.8,1984.24,10.828571428571427,1,1,0,63,0,0,18
14,0,0,0,0,19.75,377.85999999999996,19.75,6,1,0,38,1,0,0
18,1,0,1,0,77.8,358.74,25.933333333333334,0,0,0,61,0,0,26
5,1,1,0,0,19.95,174.0,19.95,0,0,0,33,0,0,0
22,0,0,0,0,65.25,38.28,16.3125,0,0,0,22,0,0,85
47,0,0,1,1,103.7,115.15,14.814285714285715,0,0,0,32,0,0,13
72,0,0,0,0,25.75,2882.88,12.875,1,1,0,62,0,0,0
15,0,0,0,0,19.8,83.1,19.8,0,0,0,49,0,0,0
58,0,0,0,0,86.1,1284.1200000000001,10.7625,3,1,0,38,0,0,2
65,1,0,1,0,105.05,2646.15,15.007142857142856,3,1,0,35,0,0,23
35,0,0,0,1,40.9,0.0,13.633333333333333,6,1,0,36,1,0,30
1,1,1,1,0,79.6,19.32,26.53333333333333,0,0,0,40,0,0,22
44,1,0,1,0,90.4,1976.48,18.080000000000002,0,0,0,50,0,0,16
1,1,1,0,0,20.25,23.16,20.25,0,0,1,41,0,0,0
26,0,0,1,1,95.85,1043.64,15.975,0,0,0,60,0,0,4
61,0,0,1,1,103.9,2627.88,14.842857142857143,3,1,0,37,1,0,19
56,0,0,1,1,111.95,1089.76,15.992857142857144,0,0,0,77,0,1,28
20,1,0,1,0,79.15,236.4,26.383333333333336,0,0,0,69,0,1,5
11,1,1,1,0,89.2,120.44999999999999,22.3,0,0,0,60,0,0,29
1,1,1,1,0,69.1,16.55,69.1,1,1,1,46,0,0,19
32,0,0,0,1,73.6,632.32,10.514285714285714,1,1,0,26,1,0,59
5,1,1,0,0,24.3,33.5,12.15,6,1,0,41,1,0,0
71,0,0,0,0,23.9,2088.11,11.95,1,1,0,25,1,0,0
47,0,0,1,0,103.1,782.08,14.728571428571428,0,0,0,37,0,0,8
15,1,0,0,0,48.8,398.09999999999997,24.4,0,0,0,34,0,0,18
22,1,0,0,1,57.95,936.76,11.59,9,1,0,21,1,0,82
5,1,1,1,0,104.1,194.45,14.87142857142857,0,0,1,43,0,0,8
40,0,0,0,1,54.55,0.0,9.091666666666667,0,0,0,31,0,0,28
46,0,0,0,0,19.2,1425.54,19.2,0,0,0,49,0,0,0
5,1,1,1,0,78.75,164.54999999999998,26.25,0,0,0,32,0,0,24
72,0,0,0,0,25.4,1872.72,12.7,0,0,0,80,0,1,0
47,1,0,1,0,99.35,1473.45,16.558333333333334,1,1,0,61,1,0,16
59,0,0,0,1,65.5,854.91,13.1,6,1,0,57,0,0,25
13,1,0,1,0,83.2,460.2,27.733333333333334,0,0,0,42,0,0,18
57,0,0,0,0,19.4,2368.92,19.4,1,1,0,45,1,0,0
22,0,0,1,0,76.0,433.84,38.0,0,0,0,64,0,0,5
71,0,0,0,1,89.9,2667.47,9.988888888888889,9,1,0,22,1,0,85
47,1,0,1,0,98.75,134.89000000000001,14.107142857142858,1,1,0,29,0,0,51
61,1,0,1,0,106.2,1687.26,15.171428571428573,6,1,0,40,0,0,29
17,1,0,0,0,19.7,378.42,19.7,0,0,0,27,0,0,0
26,0,0,1,0,78.95,628.4200000000001,26.316666666666666,3,1,0,54,1,0,75
25,0,0,0,1,74.3,34.25,12.383333333333333,0,0,0,48,0,0,21
22,1,0,0,1,59.05,720.5,14.7625,0,0,0,33,0,0,24
66,1,0,0,0,67.45,1531.2,13.49,6,1,0,22,1,0,59
22,0,0,0,0,43.75,0.0,8.75,0,0,0,51,0,0,16
3,1,1,1,0,99.0,100.17,16.5,0,0,0,29,0,0,59
29,1,0,1,0,99.05,647.5699999999999,16.508333333333333,1,1,0,65,0,1,6
9,1,1,0,0,44.4,347.84999999999997,44.4,0,0,1,19,0,0,26
1,1,1,0,1,60.0,43.48,15.0,0,0,1,64,1,0,16
72,0,0,0,1,87.55,3211.92,9.727777777777778,1,1,0,59,1,0,53
72,0,0,1,1,107.45,195.12,13.43125,6,1,0,49,1,0,20
23,1,0,0,1,69.5,632.27,13.9,6,1,0,60,1,0,21
46,0,0,1,0,91.3,548.78,22.825,0,0,0,65,0,1,26
16,1,0,1,0,84.75,280.16,28.25,0,0,0,76,0,1,7
39,0,0,1,1,100.55,574.08,16.758333333333333,0,0,0,21,1,0,85
34,1,0,1,0,100.05,785.06,16.675,2,1,0,22,0,0,52
35,0,0,1,0,102.35,1394.4,17.058333333333334,0,0,0,26,0,0,48
44,0,0,0,0,20.4,61.599999999999994,20.4,0,0,0,36,0,0,0
3,1,1,1,0,74.95,4.92,37.475,0,0,1,42,0,0,8
69,0,0,0,1,60.8,0.0,8.685714285714285,7,1,0,23,0,0,42
52,0,0,1,1,105.0,2563.08,15.0,0,0,0,21,0,0,51
18,1,0,1,0,90.0,245.70000000000002,22.5,0,0,0,55,0,0,5
64,0,0,0,0,25.55,3160.96,12.775,9,1,0,40,0,0,0
22,0,0,0,0,20.3,506.66,20.3,0,0,0,24,0,0,0
46,1,0,1,0,89.15,1736.5,22.2875,0,0,0,21,0,0,73
13,0,0,0,0,19.65,430.69000000000005,19.65,0,0,0,61,0,0,0
52,0,0,0,0,23.05,998.9200000000001,11.525,1,1,0,42,1,0,0
69,0,0,0,0,24.95,3113.2799999999997,12.475,10,1,0,23,0,0,0
22,0,0,0,0,25.6,335.94,12.8,5,1,0,69,0,1,0
1,1,1,0,1,54.5,33.21,18.166666666666668,0,0,0,63,1,0,75
61,1,0,1,0,99.15,3009.13,16.525000000000002,1,1,0,63,0,0,7
40,1,0,0,0,55.25,323.2,18.416666666666668,0,0,0,20,1,0,76
72,0,0,1,1,106.1,461.52,15.157142857142857,1,1,0,57,1,0,14
50,0,0,0,0,19.75,1897.5000000000002,19.75,0,0,0,63,0,0,0
39,0,0,0,1,80.0,1392.3000000000002,11.428571428571429,1,1,0,42,0,0,9
1,1,1,1,0,69.55,29.78,69.55,0,0,1,54,0,0,13
11,1,1,1,0,75.9,149.05,37.95,0,0,0,20,0,0,27
72,0,0,0,0,24.85,955.4399999999999,12.425,1,1,0,21,0,0,0
1,1,1,0,0,44.05,30.73,44.05,0,0,1,49,0,0,10
11,1,1,0,0,19.7,493.68,19.7,0,0,0,57,1,0,0
1,1,1,0,0,20.0,25.99,20.0,0,0,1,55,0,0,0
42,0,0,0,0,20.25,1921.5,20.25,10,1,0,49,0,0,0
5,1,1,0,0,20.35,40.05,20.35,0,0,0,39,1,0,0
10,1,1,1,1,98.5,145.29999999999998,16.416666666666668,0,0,0,33,0,0,30
25,1,0,1,0,75.5,111.5,37.75,4,1,0,51,1,0,58
2,1,1,0,1,55.05,85.1,18.349999999999998,0,0,1,47,0,0,30
1,1,1,1,0,85.8,34.47,21.45,0,0,1,30,0,0,59
6,1,1,1,0,79.7,289.92,39.85,0,0,1,69,0,1,11
48,0,0,1,1,95.5,1417.92,19.1,0,0,0,47,0,0,29
1,1,1,1,0,69.65,31.13,69.65,0,0,0,70,0,1,5
5,1,1,0,0,50.6,185.5,25.3,0,0,1,54,0,0,2
16,1,0,1,0,74.3,417.92,37.15,1,1,0,74,0,1,8
6,1,1,1,0,74.4,53.46,37.2,0,0,1,75,0,1,27
35,1,0,0,0,20.75,627.2,20.75,0,0,0,49,0,0,0
41,1,0,1,0,83.75,1879.44,20.9375,1,1,0,74,0,1,18
46,0,0,1,1,104.4,269.56,14.914285714285715,0,0,0,20,0,0,82
72,0,0,0,0,23.3,1306.08,11.65,6,1,0,26,1,0,0
60,1,0,0,0,50.8,0.0,10.16,0,0,0,58,0,0,5
44,0,0,0,0,77.55,223.08,12.924999999999999,0,0,0,39,1,0,26
25,1,0,1,0,84.6,239.25,28.2,0,0,0,23,0,0,59
46,1,0,1,0,93.7,725.88,15.616666666666667,0,0,0,48,0,0,3
35,0,0,0,0,25.45,478.45,12.725,1,1,0,38,1,0,0
7,0,1,1,0,94.05,255.43,18.81,0,0,1,20,0,0,42
52,0,0,1,1,109.3,1081.6000000000001,13.6625,0,0,0,54,0,0,30
34,0,0,0,1,40.55,0.0,13.516666666666666,10,1,0,31,1,0,29
13,1,0,1,0,80.5,584.87,26.833333333333332,0,0,0,22,0,0,27
9,1,1,0,1,66.25,223.29,16.5625,0,0,0,27,0,0,69
58,0,0,0,0,20.3,998.1800000000001,20.3,6,1,0,35,1,0,0
71,0,0,1,1,100.2,2391.99,16.7,1,1,0,22,1,0,27
10,1,1,0,0,51.2,455.6,25.6,0,0,0,44,0,0,17
8,0,1,0,0,43.45,54.24,43.45,1,1,1,48,1,0,24
60,0,0,0,1,60.8,0.0,8.685714285714285,5,1,0,19,0,0,69
72,0,0,0,1,77.35,2424.96,12.891666666666666,4,1,0,73,0,1,10
1,1,1,0,0,19.45,22.92,19.45,0,0,0,70,0,1,0
39,1,0,1,1,101.25,785.8499999999999,16.875,9,1,0,73,0,1,21
3,1,1,0,0,45.45,61.11,45.45,0,0,0,35,0,0,17
71,0,0,0,1,47.05,0.0,9.41,4,1,0,59,0,0,6
72,0,0,0,0,25.45,486.0,12.725,0,0,0,39,0,0,0
46,0,0,0,0,24.95,211.6,12.475,0,0,0,39,0,0,0
40,1,0,0,0,101.3,902.4,16.883333333333333,1,1,0,54,0,0,4
17,0,0,0,0,70.35,565.08,14.069999999999999,5,1,0,36,1,0,76
52,1,0,1,0,105.05,550.68,15.007142857142856,6,1,0,20,0,0,48
22,0,0,0,0,69.5,770.88,13.9,1,1,0,22,0,0,76
2,1,1,0,0,20.05,13.7,20.05,0,0,1,57,0,0,0
15,1,0,0,1,84.45,134.55,10.55625,0,0,0,58,0,0,2
1,1,1,1,0,79.05,31.34,26.349999999999998,0,0,0,24,0,0,52
2,1,1,0,1,29.85,0.0,14.925,0,0,0,64,0,0,11
2,0,1,1,0,83.8,65.96,27.933333333333334,0,0,0,76,0,1,14
13,0,0,0,1,35.4,0.0,11.799999999999999,0,0,0,58,0,0,13
12,1,1,1,0,84.6,30.839999999999996,21.15,0,0,0,31,0,0,25
38,1,0,1,1,105.0,725.04,15.0,1,1,0,60,0,0,4
69,0,0,1,1,92.15,1402.08,23.0375,2,1,0,56,1,0,56
19,1,0,0,0,34.95,0.0,11.65,3,1,0,23,1,0,52
8,1,1,0,1,49.4,167.2,24.7,0,0,0,52,0,0,6
8,1,1,0,0,20.35,114.96,20.35,0,0,0,61,1,0,0
44,0,0,1,1,100.1,2153.8,16.683333333333334,0,0,0,30,0,0,59
28,0,0,0,0,25.55,1214.08,12.775,7,1,0,22,0,0,0
54,1,0,1,0,74.0,1898.6399999999999,37.0,10,1,0,73,0,1,5
58,0,0,1,0,107.75,2708.6000000000004,13.46875,0,0,0,51,0,0,19
17,0,0,0,0,64.8,770.95,12.959999999999999,2,1,0,32,0,0,11
10,1,1,1,0,95.35,413.7,23.8375,0,0,0,71,0,1,14
69,0,0,1,1,108.4,3372.7200000000003,15.485714285714286,1,1,0,69,0,1,4
52,0,0,0,0,50.95,521.56,25.475,2,1,0,59,1,0,29
19,0,0,1,1,89.35,701.48,17.869999999999997,1,1,0,24,1,0,52
72,0,0,0,1,64.45,0.0,8.05625,0,0,0,53,0,0,6
29,1,0,1,0,95.9,1026.02,15.983333333333334,1,1,0,70,0,1,21
25,0,0,0,1,69.5,765.0,13.9,9,1,0,65,0,1,2
12,1,1,1,0,94.55,166.56,18.91,0,0,0,38,0,0,8
61,0,0,1,0,107.75,2586.4,13.46875,0,0,0,30,0,0,71
72,0,0,0,1,88.6,3201.12,11.075,0,0,0,26,0,0,48
10,1,1,0,0,46.0,135.1,46.0,0,0,0,45,0,0,14
1,1,1,0,0,21.05,10.14,21.05,0,0,0,53,1,0,0
32,0,0,0,1,72.8,493.12,14.559999999999999,10,1,0,26,0,0,46
30,0,0,0,1,40.35,0.0,10.0875,0,0,0,23,0,0,42
67,0,0,1,1,89.55,1225.4299999999998,17.91,10,1,0,60,1,0,11
2,1,1,0,0,49.4,49.66,16.466666666666665,0,0,0,27,0,0,52
35,1,0,0,0,55.0,1712.55,27.5,0,0,0,60,0,0,14
6,1,1,0,0,44.7,118.44,44.7,0,0,1,69,0,1,7
42,0,0,0,1,73.15,621.6,12.191666666666668,1,1,0,54,1,0,23
22,0,0,0,0,25.25,571.5600000000001,12.625,9,1,0,30,1,0,0
31,1,0,1,1,98.9,1486.45,19.78,1,1,0,70,0,1,21
72,0,0,0,0,26.1,2442.2400000000002,13.05,2,1,0,61,1,0,0
62,0,0,0,0,24.8,1021.76,12.4,1,1,0,60,1,0,0
3,1,1,0,0,19.6,125.69999999999999,19.6,5,1,0,28,0,0,0
9,1,1,0,1,72.9,319.41,12.15,0,0,0,50,1,0,11
64,1,0,1,0,103.5,1228.8,14.785714285714286,0,0,0,78,0,1,18
51,0,0,1,0,93.5,1074.57,18.7,2,1,0,27,0,0,46
59,0,0,0,0,19.85,2430.21,19.85,2,1,0,50,1,0,0
12,0,1,1,0,73.3,520.8,36.65,0,0,0,78,0,1,24
27,0,0,0,0,19.55,1193.1299999999999,19.55,1,1,0,53,0,0,0
18,1,0,0,0,20.45,262.8,20.45,8,1,0,39,1,0,0
34,1,0,1,0,75.55,70.38,37.775,1,1,0,66,0,1,16
1,1,1,0,0,19.4,23.97,19.4,0,0,0,43,0,0,0
31,1,0,1,0,76.05,1202.18,38.025,0,0,0,30,0,0,59
55,0,0,0,0,64.75,1485.0,12.95,0,0,0,63,0,0,20
21,0,0,0,0,20.5,487.83,20.5,0,0,0,79,0,1,0
14,1,0,0,1,48.8,298.76,24.4,4,1,0,39,0,0,24
71,0,0,0,0,19.7,1055.06,19.7,8,1,0,53,1,0,0
60,0,0,0,0,60.5,2594.4,15.125,7,1,0,37,1,0,28
6,1,1,1,0,94.5,99.47999999999999,18.9,0,0,1,53,0,0,17
66,0,0,0,0,74.6,3007.62,10.657142857142857,0,0,0,56,0,0,11
64,0,0,0,0,24.4,1019.52,12.2,0,0,0,36,0,0,0
8,1,1,1,0,105.5,361.28,17.583333333333332,0,0,0,79,0,1,15
7,1,1,1,0,75.15,60.83,37.575,1,1,0,34,1,0,53
1,1,1,1,0,77.15,27.7,38.575,0,0,0,32,0,0,19
11,1,1,1,0,84.8,45.099999999999994,28.266666666666666,0,0,0,78,0,1,5
21,1,0,0,0,41.9,0.0,13.966666666666667,0,0,0,77,0,1,8
62,0,0,0,0,20.3,149.42000000000002,20.3,1,1,0,57,1,0,0
28,1,0,1,0,92.35,1054.48,18.47,1,1,0,47,0,0,20
12,0,1,0,0,25.4,529.4399999999999,12.7,8,1,0,55,1,0,0
5,1,1,0,0,64.0,223.9,12.8,0,0,0,37,0,0,29
43,0,0,0,1,71.9,2068.3,11.983333333333334,5,1,0,24,0,0,51
17,1,0,0,0,45.05,695.81,45.05,0,0,0,68,0,1,2
50,0,0,1,1,89.7,1490.0,17.94,0,0,0,63,0,0,26
60,0,0,0,0,19.95,1808.4,19.95,7,1,0,39,0,0,0
36,1,0,1,0,91.95,407.52,22.9875,0,0,0,74,0,1,16
67,0,0,1,1,92.45,172.19,18.490000000000002,0,0,0,69,0,1,21
4,1,1,1,0,78.45,168.24,19.6125,0,0,1,28,0,0,58
52,0,0,0,0,44.25,0.0,8.85,9,1,0,48,1,0,19
8,1,1,0,0,20.25,39.84,20.25,9,1,0,29,0,0,0
1,1,1,0,0,20.4,22.12,20.4,0,0,1,31,0,0,0
44,0,0,0,1,85.25,2181.08,10.65625,0,0,0,54,0,0,21
25,1,0,0,0,58.6,0.0,8.371428571428572,6,1,0,27,0,0,48
56,0,0,1,0,101.05,290.64000000000004,20.21,0,0,0,76,0,1,16
64,0,0,0,1,68.3,1490.56,11.383333333333333,9,1,0,57,0,0,25
8,1,1,0,0,19.65,223.6,19.65,0,0,0,74,0,1,0
36,0,0,1,1,106.05,692.64,13.25625,4,1,0,54,0,0,18
69,0,0,1,1,106.4,1667.73,15.200000000000001,9,1,0,59,0,0,5
26,0,0,1,0,93.6,651.04,18.72,0,0,0,65,0,1,9
10,0,1,0,0,20.15,186.20000000000002,20.15,1,1,0,51,1,0,0
68,0,0,0,0,24.15,2569.72,12.075,0,0,0,45,0,0,0
25,1,0,1,0,69.75,1002.75,69.75,0,0,0,42,0,0,18
29,1,0,0,0,48.95,291.74,24.475,0,0,0,34,0,0,25
16,1,0,1,0,78.75,632.32,26.25,0,0,0,68,0,1,17
42,0,0,0,1,66.5,1459.9199999999998,13.3,0,0,0,33,0,0,20
15,0,0,0,0,18.8,214.04999999999998,18.8,5,1,0,36,0,0,0
47,0,0,0,0,20.25,415.95,20.25,0,0,0,50,0,0,0
3,1,1,1,1,85.8,31.799999999999997,21.45,0,0,0,20,0,0,73
63,1,0,1,1,109.85,1197.63,13.73125,0,0,0,40,0,0,20
6,1,1,0,0,54.85,181.02,27.425,3,1,0,23,1,0,48
2,1,1,0,0,20.25,31.66,20.25,0,0,0,35,0,0,0
17,0,0,0,0,20.15,74.46,20.15,0,0,0,35,0,0,0
23,1,0,0,1,54.25,895.39,18.083333333333332,6,1,0,47,0,0,4
12,1,1,0,0,49.85,0.0,9.97,10,1,0,24,0,0,82
65,1,0,1,0,90.65,1289.6,18.130000000000003,1,1,0,52,0,0,2
62,0,0,0,1,81.0,825.84,11.571428571428571,6,1,0,49,0,0,22
10,1,1,0,1,54.95,218.5,18.316666666666666,9,1,0,34,0,0,9
46,1,0,0,0,44.95,1854.72,44.95,0,0,0,19,0,0,51
43,1,0,1,0,89.55,1682.1599999999999,22.3875,0,0,0,74,0,1,6
5,1,1,1,0,89.5,228.6,29.833333333333332,0,0,0,67,0,1,6
18,0,0,0,0,20.05,472.68,20.05,0,0,0,64,0,0,0
10,0,1,0,0,19.7,462.29999999999995,19.7,5,1,1,38,1,0,0
35,1,0,0,0,49.2,0.0,9.84,0,0,0,47,0,0,26
33,0,0,0,0,19.45,193.38000000000002,19.45,6,1,0,25,1,0,0
4,1,1,0,0,20.7,181.48,20.7,0,0,0,28,0,0,0
46,1,0,0,0,69.1,1466.48,13.819999999999999,7,1,0,29,0,0,53
15,1,0,0,0,51.55,47.25,25.775,0,0,0,47,0,0,26
25,0,0,0,0,20.75,734.5,20.75,0,0,0,29,0,0,0
